epoch,train_loss,val_loss,val_mae_rad,val_mae_deg,lr
32,0.007729029861371174,0.006703770806933944,0.06475649029016495,3.7102735897063472,0.001
33,0.007696713917599176,0.00668864078137018,0.06500851362943649,3.7247134633854,0.001
34,0.007639740478296407,0.006627881006556677,0.06412219256162643,3.6739310069063555,0.001
35,0.0076010072049535835,0.0066307699832296296,0.0637250542640686,3.651176658573281,0.001
36,0.007567775219471391,0.006613664319096375,0.06378158926963806,3.65441587578716,0.001
37,0.007514374301978587,0.00650852738602434,0.06319351494312286,3.6207216988378406,0.001
38,0.007519425033124446,0.006540732609658018,0.06348700821399689,3.637537624574412,0.001
39,0.00747612740660201,0.006433879897105879,0.06242843344807625,3.5768857581881104,0.001
40,0.007433448753970584,0.006583006862429997,0.06355930864810944,3.6416801343060246,0.001
41,0.007409984398827813,0.006500352838838902,0.0629117339849472,3.604576839187223,0.001
42,0.007447735658565509,0.006415714714824947,0.06273846328258514,3.5946491592286094,0.001
43,0.0073726254816001546,0.006509173935669277,0.06311729550361633,3.6163546466372636,0.001
44,0.007317344748089747,0.0066468462927054975,0.06510131061077118,3.730030338767432,0.001
45,0.007304268987669012,0.006368554240042508,0.06214362755417824,3.5605675824873035,0.001
46,0.007252536083804029,0.006334959717329979,0.06158890947699547,3.528784577845119,0.001
47,0.007249094521444132,0.006371877611469076,0.06235595792531967,3.5727332166161543,0.001
48,0.0072344706523963164,0.006302416275325731,0.061971746385097504,3.550719516921203,0.001
49,0.007185070544006616,0.006270776701605591,0.06104998290538788,3.497906359824549,0.001
50,0.00716685965848875,0.006232229590011852,0.060930244624614716,3.491045861690094,0.001
51,0.0071688303452545855,0.006372950329184397,0.06216004490852356,3.5615082276020615,0.001
52,0.007147959404121115,0.006248916362640887,0.061334628611803055,3.5142153574586583,0.001
53,0.007114399596443495,0.006194586542898691,0.06054950878024101,3.4692313046981313,0.001
54,0.007108909072986599,0.0062727961262673175,0.06137477234005928,3.51651542366166,0.001
55,0.0070791305574150224,0.006143979882639365,0.05997440591454506,3.436280337707874,0.001
56,0.007028562063084543,0.006100379945413293,0.05982300266623497,3.427605570575135,0.001
57,0.007076968432193786,0.006247961007513606,0.061512887477874756,3.524428838145355,0.001
58,0.006984683506476488,0.0061281085857717394,0.0597740076482296,3.4247983628262597,0.001
59,0.0070098754854151565,0.006125876257071054,0.06016549468040466,3.447228917503993,0.001
60,0.007017898467381047,0.006101462988707856,0.05984119698405266,3.428648028197208,0.001
61,0.006981181200255678,0.0060999006394161556,0.05987238511443138,3.4304349764388125,0.001
62,0.0069476279664178586,0.006108192656909043,0.060123320668935776,3.4448125246416894,0.0005
63,0.006634755925695287,0.005770497281704411,0.05654662474989891,3.239882943879212,0.0005
64,0.006596657425848078,0.005722852361903099,0.0561906099319458,3.2194847973663805,0.0005
65,0.006588692788408327,0.005797694256263556,0.057223156094551086,3.278645334636092,0.0005
66,0.00657272599611753,0.005757932409678569,0.056824520230293274,3.2558051820515694,0.0005
67,0.00658577970216633,0.005790265228767668,0.05715523660182953,3.2747538343564773,0.0005
68,0.006552749894834158,0.005727559886349586,0.05617089942097664,3.218355468275801,0.0005
69,0.006531117865243488,0.005755230819319522,0.05664161592721939,3.245325537430654,0.0005
70,0.006548256118804394,0.005678478878704623,0.05575935170054436,3.194775520826801,0.0005
71,0.006517215502128519,0.005688841071229804,0.056092340499162674,3.2138543736127625,0.0005
72,0.006518440011037078,0.005731662116943309,0.05660855397582054,3.2434312271530334,0.0005
73,0.006522867343159891,0.005704014864098651,0.056313227862119675,3.226510287257973,0.0005
74,0.006486141514460729,0.005679077555196355,0.05616670846939087,3.2181153444377926,0.0005
75,0.006489247832527446,0.005665177261900594,0.05567323416471481,3.1898413494817017,0.0005
76,0.006480004384076771,0.005755078124494365,0.056690748780965805,3.2481406425857573,0.0005
77,0.006459467972167674,0.005634743934206953,0.055643320083618164,3.1881273988868517,0.0005
78,0.006493013770533028,0.005857673943340818,0.05727201700210571,3.281444858422151,0.0005
79,0.006476141897975091,0.005662011360498924,0.055821891874074936,3.198358808820119,0.0005
80,0.006459449782940144,0.005707261073116734,0.056167516857385635,3.218161661658102,0.0005
81,0.0064459514248813386,0.0056252483136202255,0.055521804839372635,3.1811650882450815,0.0005
82,0.006431742721189912,0.005646609999497938,0.055897559970617294,3.202694271395785,0.0005
83,0.006440636412370785,0.005635600027784465,0.05563921481370926,3.1878921842473096,0.0005
84,0.006428570306035166,0.005628285659435809,0.05582725629210472,3.19866616733277,0.0005
85,0.006418289790273501,0.005671384248055243,0.05593104660511017,3.2046129142223236,0.0005
86,0.006433998090063366,0.005684762324697775,0.056295882910490036,3.2255164947337365,0.0005
87,0.00640616458470483,0.005653923521082716,0.055609092116355896,3.186166280821412,0.00025
88,0.006216437624615854,0.0054847210481640315,0.054339464753866196,3.1134219913964256,0.00025
89,0.00621616067412446,0.005460590108789379,0.05385963246226311,3.085929626213478,0.00025
90,0.006231119969207956,0.00545915244679336,0.05376110225915909,3.0802842614210513,0.00025
91,0.006221394408817071,0.005460764812938866,0.05373970419168472,3.0790582424650337,0.00025
92,0.006185729124644287,0.0054549204662422334,0.05379597842693329,3.082282518640103,0.00025
93,0.006222564454656098,0.005478983639679381,0.054113708436489105,3.1004871072123024,0.00025
94,0.006201940742566171,0.005462064775272018,0.05360252410173416,3.0711984022776417,0.00025
95,0.006193365249434208,0.005440212835699591,0.05363287031650543,3.072937112308233,0.00025
96,0.006212245931990092,0.005491776359055874,0.053964510560035706,3.0919386985792086,0.00025
97,0.006177234433872701,0.005447281153702562,0.05365585908293724,3.0742542716009877,0.00025
98,0.0061713387445980076,0.005457875130484592,0.053940657526254654,3.0905720204149714,0.00025
99,0.006168258324282613,0.005451079565222108,0.053983502089977264,3.093026833091356,0.00025
100,0.006193608944919325,0.005517306696468109,0.05443701148033142,3.1190110071282002,0.00025
101,0.006172375849515603,0.005466312932621518,0.05413135513663292,3.101498188652876,0.000125
102,0.006084269886649723,0.00538586450023475,0.05324174091219902,3.05052704819801,0.000125
103,0.006070200804902246,0.005412815821832901,0.05360838770866394,3.0715343622074416,0.000125
104,0.006082590437287173,0.005412316513003942,0.05349346622824669,3.064949846404138,0.000125
105,0.006061485088145605,0.005381540821355859,0.05314939096570015,3.045235786025365,0.000125
106,0.006059927640606459,0.005385029995241607,0.05307112634181976,3.0407515533918406,0.000125
107,0.006052757234038699,0.005365928173210537,0.05295977368950844,3.034371516376814,0.000125
108,0.00604743194924732,0.005372594704026406,0.052995502948760986,3.0364186521371135,0.000125
109,0.006041666399718805,0.005381675842496277,0.05317005142569542,3.0464195431858934,0.000125
110,0.006033900075733991,0.00535608314627998,0.0528218038380146,3.0264664261861705,0.000125
111,0.006043513313752211,0.005394966641148097,0.053282756358385086,3.052877060159317,0.000125
112,0.006067510008515644,0.005372355077855454,0.05302691087126732,3.0382181935400006,0.000125
113,0.006017548265750929,0.005363516053477764,0.053065598011016846,3.040434803369081,0.000125
114,0.006038600798886129,0.005383291651182123,0.05312509834766388,3.0438439215385635,0.000125
115,0.00604015473513919,0.005368361980653411,0.053107742220163345,3.042849488684092,0.000125
116,0.006032921729050438,0.005398995779999141,0.05323530361056328,3.050158217982829,6.25e-05
117,0.005991144899921946,0.005352080475583819,0.0528654083609581,3.028964781318514,6.25e-05
118,0.005970093693932391,0.005332384806306579,0.05263205245137215,3.0155944725748025,6.25e-05
119,0.006001340451424223,0.005336811377450307,0.05271030217409134,3.020077851434681,6.25e-05
120,0.0059809896697954,0.005316371596401648,0.05251196399331093,3.0087139107596608,6.25e-05
121,0.005975258158701529,0.005348487069280705,0.05291307345032692,3.0316957897694614,6.25e-05
122,0.005982829858642643,0.005329551335931486,0.05261574313044548,3.01466001731898,6.25e-05
123,0.005974626877209272,0.005357351097709167,0.052953995764255524,3.0340404656454796,6.25e-05
124,0.0059660864719823506,0.005324766296071319,0.0527767539024353,3.02388525501014,6.25e-05
125,0.005966456622673748,0.005358131689669215,0.053041934967041016,3.0390790108188335,6.25e-05
126,0.005987542047592328,0.005359882792239917,0.05284864082932472,3.0280040725230695,3.125e-05
127,0.005937701705163381,0.005331361637451993,0.052754685282707214,3.0226208162400416,3.125e-05
128,0.005949040402478071,0.005354726444694575,0.053046684712171555,3.0393511511685762,3.125e-05
129,0.0059272061911339845,0.005342467667490993,0.05289416387677193,3.030612351012368,3.125e-05
130,0.005950618117812545,0.005326732851661732,0.052630312740802765,3.0154947945016026,3.125e-05
131,0.005955726152985929,0.005368566673013749,0.05306404456496239,3.0403457974664594,3.125e-05
132,0.005953060735379933,0.005350523468270732,0.0528017058968544,3.0253148989807883,1.5625e-05
133,0.005924324394635583,0.00530974407819921,0.05248346924781799,3.0070812821046164,1.5625e-05
134,0.0059229922772199885,0.005328982522447963,0.052761510014534,3.023011844570025,1.5625e-05
135,0.005921224223920009,0.005337547196247141,0.05278681963682175,3.024461979108183,1.5625e-05
136,0.005935169616205988,0.005301744910436844,0.05251462385058403,3.008866309355517,1.5625e-05
137,0.005943548612950473,0.00530442969091114,0.05238477885723114,3.001426739245492,1.5625e-05
138,0.0059319679399741174,0.005352210156690489,0.05292884260416031,3.032599295730607,1.5625e-05
139,0.005916923649926734,0.005519916949913983,0.05472458899021149,3.13548798472721,1.5625e-05
140,0.005916705902177231,0.005306738901290104,0.05248762294650078,3.007319271508509,1.5625e-05
141,0.0059098548230826446,0.0053054110356536175,0.05236336216330528,3.000199653072417,1.5625e-05
142,0.005930393883499829,0.0053570632121320875,0.053036633878946304,3.0387752808441797,7.8125e-06
143,0.005943439453260893,0.005330926014932493,0.0527113601565361,3.020138469363565,7.8125e-06
144,0.005913300048477323,0.0053022573509202715,0.05237170681357384,3.000677766314318,7.8125e-06
145,0.005924713862625664,0.005317283692434296,0.05262371152639389,3.015116572776313,7.8125e-06
146,0.005906284557294582,0.0052937952643695016,0.052408427000045776,3.0027816780220933,7.8125e-06
147,0.005912615844937643,0.005326503523751601,0.05262892693281174,3.015415393552501,7.8125e-06
148,0.005911447809811975,0.005289792414410929,0.052278365939855576,2.9953297281941977,7.8125e-06
149,0.00592926373964087,0.005355182486868226,0.05309388041496277,3.0420552657496667,7.8125e-06
150,0.005906293930298694,0.005387057931716029,0.05332453176379204,3.0552706145765836,7.8125e-06
